Question,Answer,Topic,Tags
What is an Autonomous Transaction in EDB Postgres (`PRAGMA AUTONOMOUS_TRANSACTION`)?,"<b>ANSWER:</b> A separate sub-transaction that can COMMIT independently of the parent transaction.<br><br>If a main business transaction fails and ROLLBACKs, an autonomous block inside a trigger or procedure can still successfully COMMIT audit logs or failure records without being undone.",EDB Advanced Server,edb_postgres epas plsql autonomous_transaction
What is the EDB `wrap` utility used for?,"<b>ANSWER:</b> Encrypting and obfuscating proprietary PL/SQL and SPL source code.<br><br><b>Command:</b><br><code>wrap -f my_package.sql -o my_package.wrap</code><br><br>Converts cleartext stored procedures, functions, and packages into encrypted bytecode, protecting intellectual property from being viewed in system catalogs (`pg_proc`).",EDB Advanced Security,edb_postgres epas security wrap obfuscation
How does EDB Postgres enforce Password Profiles (`CREATE PROFILE`)?,"<b>ANSWER:</b> Enforcing enterprise password policies at the database engine level.<br><br><b>The SQL:</b><br><code>CREATE PROFILE app_profile LIMIT PASSWORD_LIFE_TIME 90 FAILED_LOGIN_ATTEMPTS 3 PASSWORD_REUSE_MAX 5;</code><br><br>Assigns account expiration, failed login lockouts, and prevents password reuse.",EDB Advanced Security,edb_postgres epas security profiles passwords
What are EDB Session Tags in `edb_audit`?,"<b>ANSWER:</b> Custom tracking metadata injected into audit log records.<br><br>Allows applications to stamp web session IDs, client proxy IPs, or end-user identity into EDB audit trails via <code>SET edb_audit.session_tag = 'user_9921';</code>, linking backend database operations to real frontend users.",EDB Advanced Security,edb_postgres epas auditing session_tags
Why must Linux `vm.overcommit_memory` be set to 2 on Postgres database servers?,"<b>ANSWER:</b> Prevents the Linux OS Out-Of-Memory (OOM) Killer from terminating Postgres backends.<br><br>• Default (`0`): Linux overcommits RAM, hoping processes won't use all allocated virtual memory. When RAM is exhausted, the OS suddenly kills the `postgres` postmaster.<br>• Setting `2`: OS refuses allocations that exceed `Swap + (RAM * overcommit_ratio)`, ensuring Postgres receives clean allocation failures rather than sudden OS SIGKILL terminations.",OS Tuning,edb_postgres os_tuning linux oom overcommit
What is the comprehensive formula to estimate maximum potential Postgres RAM usage?,"<b>ANSWER:</b> Total RAM = `shared_buffers + (max_connections * (work_mem * active_operators + temp_buffers)) + maintenance_work_mem`.<br><br>Because `work_mem` is allocated per sort/hash node (a single complex query can allocate 5x `work_mem`), setting high `max_connections` with large `work_mem` easily causes catastrophic memory exhaustion.",Performance Tuning,edb_postgres tuning memory formula oom
What is the rule of thumb for configuring Parallel Query workers in `postgresql.conf`?,"<b>ANSWER:</b> Three-tier worker hierarchy based on CPU cores.<br><br>• <code>max_worker_processes</code>: Global cap for all background workers (logical replication, parallel queries). Set to CPU core count.<br>• <code>max_parallel_workers</code>: Cap dedicated to parallel query execution (e.g. 75% of CPU cores).<br>• <code>max_parallel_workers_per_gather</code>: Max workers assigned to a single query plan (typically 2 to 4).",Performance Tuning,edb_postgres tuning parallel_query workers
Why does setting `max_connections = 5000` severely degrade throughput even with ample RAM?,"<b>ANSWER:</b> CPU context switching and lock contention on internal structures (like `ProcArrayLock`).<br><br>Every process connection must scan global lock arrays. Benchmarks show that routing 5,000 connections through PgBouncer into <b>100–200 active Postgres backend connections</b> yields 3x–5x higher query throughput than connecting 5,000 clients directly.",Performance Tuning,edb_postgres tuning connections procarraylock pgbouncer
How do you calculate the exact number of Linux Huge Pages (`vm.nr_hugepages`) for Postgres?,<b>ANSWER:</b> Divide `shared_buffers` by Huge Page size (usually 2MB) + safety buffer.<br><br><b>Formula:</b><br><code>nr_hugepages = (shared_buffers_bytes / 2097152) + 100</code><br><br>Configured in `/etc/sysctl.conf`. Vastly reduces TLB (Translation Lookaside Buffer) cache misses in CPU memory management for large shared memory pools.,OS Tuning,edb_postgres os_tuning huge_pages memory
What Linux dirty page writeback settings prevent system-wide I/O freezing during heavy write bursts?,"<b>ANSWER:</b> `vm.dirty_background_ratio = 5` and `vm.dirty_ratio = 10`.<br><br>Linux defaults (e.g. 20–30%) allow gigabytes of dirty pages to accumulate in RAM before forcing a synchronous flush, which locks the storage subsystem and stalls database transactions. Lowering these ratios forces smooth, continuous background flushing.",OS Tuning,edb_postgres os_tuning linux io dirty_ratio
What is the Linux kernel semaphore requirement for Postgres (`kernel.sem`)?,"<b>ANSWER:</b> Minimum IPC semaphores required for process concurrency.<br><br><b>Recommended:</b> <code>sysctl -w kernel.sem=""250 32000 100 128""</code><br><br>Defines `semmsl` (max semaphores per array), `semmns` (max system-wide semaphores), `semopm` (max operations per semop call), and `semmni` (max semaphore sets). Insufficient semaphores prevent Postgres from starting.",OS Tuning,edb_postgres os_tuning semaphores kernel
What is the uto_explain module and how is it used in production?,<b>ANSWER:</b> Automatically logs execution plans of slow queries to the server log.<br><br><b>Configuration in postgresql.conf:</b><br><code>shared_preload_libraries = 'auto_explain'</code><br><code>auto_explain.log_min_duration = 5000</code><br><code>auto_explain.log_analyze = on</code><br>Captures actual execution plans with buffers for any query exceeding 5s in production without requiring code changes.,Database Monitoring,edb_postgres monitoring auto_explain explain
What does the checkpoint_warning parameter indicate when triggered?,"<b>ANSWER:</b> Alerts that checkpoints are happening too frequently due to WAL volume.<br><br>If checkpoints caused by filling WAL segments occur closer together than checkpoint_warning (default 30s), a warning is logged. This is a direct signal to the DBA to increase max_wal_size and min_wal_size to prevent I/O thrashing.",Performance Tuning,edb_postgres tuning checkpoint max_wal_size
What is the pg_stat_kcache extension?,"<b>ANSWER:</b> Measures CPU and OS-level physical disk I/O statistics per query.<br><br>While pg_stat_statements tracks Postgres-level metrics, pg_stat_kcache gathers OS kernel resource usage: user CPU time, system CPU time, disk reads/writes from storage controllers, and page faults (minor and major).",Database Monitoring,edb_postgres monitoring extensions pg_stat_kcache
